experiment_id,architecture,n_examples,fixture_offline,em,em_ci_low,em_ci_high,f1,f1_ci_low,f1_ci_high,soft_em,soft_em_ci_low,soft_em_ci_high,contains_gold,contains_gold_ci_low,contains_gold_ci_high,soft_f1,soft_f1_ci_low,soft_f1_ci_high,lexical_sim,lexical_sim_ci_low,lexical_sim_ci_high,abstention_correct,abstention_correct_ci_low,abstention_correct_ci_high,recall@k,recall@k_ci_low,recall@k_ci_high,mrr,mrr_ci_low,mrr_ci_high,latency_ms,latency_ms_ci_low,latency_ms_ci_high,model_calls,model_calls_ci_low,model_calls_ci_high,retrieval_calls,retrieval_calls_ci_low,retrieval_calls_ci_high,tokens,tokens_ci_low,tokens_ci_high
live_hotpot150_unconstrained_rag,rag,153,False,0.5098039215686274,0.43137254901960786,0.5947712418300654,0.09730090606947038,0.08122541216149075,0.11321485656159044,0.0,0.0,0.0,0.5098039215686274,0.43137254901960786,0.5947712418300654,0.2788299887428612,0.2407785812111957,0.3168959818506528,0.06312316758753336,0.052902317364890865,0.07389544849669194,0.8431372549019608,0.7843137254901961,0.8954248366013072,0.3658399263571677,0.33120900507538437,0.4051080633925462,0.8437931034482758,0.7956293103448276,0.8885114942528733,809.2040291568659,767.1752697251508,856.2484433004716,1.0,1.0,1.0,1.0,1.0,1.0,336.03921568627453,327.496568627451,344.38660130718955
live_hotpot150_unconstrained_single_agent,single_agent,153,False,0.49673202614379086,0.4117647058823529,0.5751633986928104,0.0964662469474849,0.07987873671862471,0.11458135486982539,0.0,0.0,0.0,0.49673202614379086,0.4117647058823529,0.5751633986928104,0.2699161363692827,0.23084106688174683,0.30665999453680975,0.06325900978231216,0.05212233008662952,0.07524799292065737,0.7973856209150327,0.7320261437908496,0.8562091503267973,1.0,1.0,1.0,1.0,1.0,1.0,22703.367196947715,20379.537863770573,25017.614189999018,2.9869281045751634,2.803921568627451,3.1633986928104574,1.1633986928104576,1.0196078431372548,1.3137254901960784,891.6143790849674,783.1472222222222,1003.7552287581699
live_hotpot150_unconstrained_multi_agent,multi_agent,153,False,0.6209150326797386,0.5424836601307189,0.6993464052287581,0.10743963299878359,0.09063537404127071,0.12394670465172036,0.0,0.0,0.0,0.6209150326797386,0.5424836601307189,0.6993464052287581,0.33276093905914605,0.29590211256804566,0.36833612756258527,0.07156426813995616,0.05999933899093015,0.08258525394211058,0.934640522875817,0.8888888888888888,0.9674836601307188,0.6407535950639399,0.5991570321441011,0.6809229175996417,0.8509526297457332,0.8056509056078021,0.8929530651340994,43161.160396581705,42469.481627576424,43804.086108821866,5.0,5.0,5.0,3.0,3.0,3.0,2743.529411764706,2689.8305555555557,2788.1937908496734
